rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
11,323bc76cf2d31d9f4d42,育休中エンジニアがClaude Coworkで「あかちゃんカレンダー🍼」を作った話,https://qiita.com/yuzinet/items/323bc76cf2d31d9f4d42,yuzinet,12,0,50,1,10,-1,0,,2026-05-20T13:57:30+09:00,"育休,Claude,育休エンジニアの実験記"
12,aff2e56e4248cee1114e,【AI駆動開発】迷ったらこれ！OpenSpecチートシート【仕様駆動開発】,https://qiita.com/Nana_777/items/aff2e56e4248cee1114e,Nana_777,12,1,23,0,12,0,0,,2026-05-26T22:07:48+09:00,"AI,AI駆動開発,ClaudeCode,仕様駆動開発,Openspec"
13,aaa3ce165cb4efdabd18,Claude Codeで使うモデルを変更してみた検証メモ,https://qiita.com/KNR109/items/aaa3ce165cb4efdabd18,KNR109,11,0,12,0,13,0,0,,2026-05-30T07:15:03+09:00,"Minimax,生成AI,AI駆動開発,AIエージェント,ClaudeCode"
14,ed289f266f81c5de4061,「Claude Coworkって使うことなくね？」と思ってたけど地味に便利だった話,https://qiita.com/nobu34/items/ed289f266f81c5de4061,nobu34,10,0,24,0,14,0,0,,2026-05-20T09:30:04+09:00,"tips,ポエム,AI,生成AI,Claude"
15,776340b97f0ca63292a8,Claude Code時代の音声入力アプリ4選｜Mac標準を諦めてAqua Voiceに落ち着くまで,https://qiita.com/kazuki_ogawa/items/776340b97f0ca63292a8,kazuki_ogawa,10,0,22,0,15,0,0,,2026-05-21T20:17:22+09:00,"効率化,AI,音声認識,ClaudeCode"
16,747c997d65ac873addd1,学習が続かないエンジニアへ。仲間と一緒に成長できるコミュニティを作りました,https://qiita.com/ari_init/items/747c997d65ac873addd1,ari_init,10,0,13,0,16,0,0,,2026-05-29T09:33:43+09:00,"GitHub,初心者,AI,学習記録,ClaudeCode"
17,af5d5264d9d3045568a4,Claude CodeによるIaCコード生成の標準化　案件横断で使い回せる仕組みづくりを始めてみた話,https://qiita.com/ike_s_muramatsu/items/af5d5264d9d3045568a4,ike_s_muramatsu,10,0,10,0,17,0,0,,2026-05-23T13:24:40+09:00,"AWS,CloudFormation,インフラ,IaC,ClaudeCode"
18,411e39ef6571379ec369,Claude Code security-guidance プラグイン入門 — リアルタイム脆弱性検出の仕組み,https://qiita.com/kai_kou/items/411e39ef6571379ec369,kai_kou,9,2,9,2,19,1,0,,2026-05-30T18:19:31+09:00,"Security,Plugin,AI,Anthropic,ClaudeCode"
19,545148471e8f2b63c9a6,Claude Code と Codex の主要機能を比較する｜MCP・Skills・メモリ・Subagents・Hooks・Plugins リファレンス,https://qiita.com/nogataka/items/545148471e8f2b63c9a6,nogataka,9,,7,,,,0,,2026-06-01T11:45:06+09:00,"AI,MCP,OpenAI,codex,ClaudeCode"
20,4e7c37c338fb41a275cb,離島に移住してニートしながら個人開発した話,https://qiita.com/ysmb-wtsg/items/4e7c37c338fb41a275cb,ysmb-wtsg,8,,13,,,,0,,2026-05-27T06:38:29+09:00,"iOS,ポエム,reactnative,個人開発,ClaudeCode"
